Soil_Moisture,Nutrient_Level,Crop_Health,Temperature,Humidity,Precipitation,Yield_Percentage,Future_Temperature,Future_Humidity,Future_Precipitation
74,183,7,33,72,3,81,21,74,6
54,127,7,26,63,5,88,27,66,7
80,168,3,32,75,2,77,20,76,3
49,120,7,25,60,2,87,27,69,7
73,191,6,30,74,7,86,21,76,4
80,167,5,32,75,3,77,21,76,3
80,161,7,31,73,3,75,23,76,4
64,168,7,31,75,5,89,26,68,7
59,135,8,32,65,3,85,26,73,7
54,123,7,25,63,6,89,28,73,6
49,120,8,25,66,7,89,27,69,6
49,121,7,26,65,7,90,27,68,5
80,173,3,31,75,3,76,21,75,3
72,169,7,30,66,7,87,24,75,7
43,134,7,25,67,6,90,28,67,7
80,180,7,33,75,3,79,21,76,3
40,125,7,25,64,6,87,25,64,8
47,120,7,25,63,6,87,26,66,8
44,120,7,26,60,7,91,28,69,6
55,123,5,25,66,7,92,27,68,6
50,130,7,25,65,6,90,28,67,7
80,163,8,31,69,6,85,21,76,5
54,120,9,25,62,7,90,27,65,6
80,185,7,27,73,5,89,20,76,4
49,126,8,29,64,5,86,27,67,6
62,120,7,30,62,3,85,23,68,3
52,126,9,25,64,7,91,28,64,8
72,124,8,27,67,6,90,21,74,7
80,178,3,32,75,2,76,21,76,3
76,177,7,26,75,3,86,23,76,4
52,125,7,26,68,5,91,25,76,3
45,121,7,26,65,6,91,27,68,7
56,120,8,25,64,6,92,26,66,6
54,124,7,26,64,6,87,26,68,7
72,181,8,26,68,3,84,26,75,7
80,163,3,32,75,2,75,20,76,3
36,134,7,31,70,8,88,27,67,7
52,120,8,25,68,7,91,28,68,7
48,120,8,25,65,6,87,28,66,6
71,181,8,31,75,5,86,22,74,8
72,167,4,33,75,2,77,20,76,3
75,177,3,33,73,2,75,19,76,3
80,181,7,31,69,4,86,26,75,4
80,188,3,31,74,4,76,21,73,3
76,143,7,31,75,4,87,24,75,3
42,120,7,26,61,8,90,27,67,7
77,174,5,31,75,4,75,20,76,3
46,124,8,26,66,6,92,26,69,7
80,160,3,33,75,2,79,21,76,3
55,120,6,25,63,6,86,26,66,6
48,124,7,27,65,7,88,26,69,8
80,162,6,29,73,5,76,22,74,3
80,163,3,34,75,3,76,21,76,3
55,120,7,25,65,7,91,28,66,7
64,171,6,25,65,5,84,22,67,6
47,120,8,26,64,7,90,28,68,8
79,173,4,31,75,3,78,21,76,4
50,120,7,25,66,6,88,25,66,7
80,177,4,33,74,4,78,21,76,3
77,179,3,33,75,2,76,20,76,3
47,137,7,26,64,6,87,28,67,7
78,190,8,28,74,6,87,27,74,5
45,128,7,25,66,6,85,26,74,6
45,120,8,25,63,7,90,28,67,9
50,126,8,26,64,7,88,27,67,7
80,174,3,30,73,2,76,20,76,3
54,120,6,26,65,7,90,26,65,7
73,178,7,26,75,5,85,20,76,5
70,176,3,31,75,2,76,23,76,3
51,126,7,27,64,7,88,26,64,6
80,175,4,32,75,2,75,20,76,3
72,149,6,26,67,6,87,26,66,5
80,165,5,32,75,3,75,21,76,3
80,161,3,32,75,2,75,20,76,3
43,131,8,26,65,6,87,28,65,7
51,174,6,31,74,7,85,22,67,4
72,181,6,28,63,6,89,26,67,8
61,124,7,27,70,6,91,26,66,6
55,120,8,25,63,6,85,27,68,6
79,120,4,30,64,2,87,21,75,5
80,177,7,32,70,6,87,22,71,7
80,174,3,33,75,2,78,20,76,3
80,187,3,32,75,3,78,20,76,3
47,132,7,26,65,3,88,26,67,6
75,160,3,30,75,2,78,21,76,3
50,141,8,26,67,2,86,28,76,6
69,170,8,27,66,4,86,22,74,3
80,175,4,31,74,3,78,20,74,3
80,192,4,33,75,2,75,21,76,3
68,189,8,32,73,7,88,19,75,7
69,187,7,31,75,2,76,20,73,4
52,124,9,25,65,8,92,28,67,6
75,180,3,30,75,2,75,22,72,4
71,121,8,27,64,6,89,26,66,7
66,178,4,31,75,2,78,22,73,3
71,128,7,31,66,6,89,26,65,7
51,140,7,26,63,7,90,23,65,7
65,125,6,32,72,5,87,27,67,7
52,125,7,27,65,7,88,26,66,6
50,127,7,26,64,8,87,26,67,8
75,167,7,30,75,4,86,21,76,3
80,177,5,33,75,2,77,21,76,3
79,164,3,31,75,2,76,22,76,3
77,186,3,31,75,2,75,20,76,3
74,120,7,25,63,6,90,27,66,4
51,127,7,26,61,7,88,27,67,7
44,120,8,25,66,8,90,27,65,7
80,185,4,32,75,2,75,20,76,3
66,127,7,25,68,6,88,22,67,5
48,120,7,26,67,7,86,27,65,7
79,189,5,31,75,2,76,23,76,3
80,170,3,29,75,2,75,22,76,3
76,138,7,27,65,6,86,27,70,7
50,122,7,29,64,5,87,27,68,7
51,120,8,25,66,8,89,27,67,6
58,176,8,27,73,3,86,21,72,7
80,120,7,28,73,7,88,23,76,3
74,125,7,26,72,3,86,23,67,7
54,120,8,25,66,7,89,28,68,7
73,124,7,31,67,6,87,27,67,7
42,120,7,25,61,7,92,26,65,7
36,132,8,25,65,8,87,27,66,7
80,180,3,33,75,3,77,20,76,4
80,156,3,26,75,4,75,22,76,3
49,133,7,25,63,6,92,28,66,8
65,166,3,30,75,3,75,21,76,3
44,120,7,26,61,6,89,27,68,7
42,136,9,25,63,8,91,28,63,7
60,133,7,25,63,6,89,28,65,6
78,174,4,31,73,3,78,19,76,6
51,169,8,26,72,3,88,27,74,3
70,175,3,32,75,3,77,21,76,6
48,130,7,25,63,7,92,28,67,8
49,134,8,25,68,8,89,25,63,8
74,167,4,31,72,4,85,22,76,3
71,180,7,31,73,4,87,22,76,4
50,130,7,27,63,7,90,27,68,7
80,182,3,32,75,3,78,22,76,3
47,171,8,27,75,4,87,21,69,6
80,176,3,31,75,2,75,19,76,3
61,172,7,31,75,6,86,22,75,4
78,176,4,33,75,2,75,20,76,3
78,173,4,29,72,3,76,23,75,3
41,131,7,25,62,6,90,27,66,6
70,136,6,31,64,6,88,22,76,3
53,120,7,25,65,6,88,28,67,7
45,127,7,25,64,7,88,27,65,6
52,128,7,28,62,7,89,26,67,8
80,184,4,34,75,3,75,23,76,3
55,131,7,25,64,7,89,28,65,7
75,120,7,27,66,7,90,28,70,7
48,122,8,26,64,8,88,28,70,7
75,184,4,32,75,3,75,22,73,3
48,123,7,25,62,6,91,25,66,6
44,123,8,25,65,7,87,27,66,7
70,122,6,26,65,7,86,26,68,6
80,174,3,31,72,2,77,21,76,3
78,183,7,30,75,6,88,25,72,6
52,137,6,25,65,4,85,23,71,5
80,173,4,32,75,2,75,20,76,3
70,167,3,30,75,4,76,21,74,3
63,121,6,31,73,6,85,27,73,6
74,162,7,25,71,3,84,26,76,6
49,120,7,26,65,6,88,26,67,6
47,120,7,25,66,7,87,28,65,7
78,206,7,31,75,5,88,21,76,3
41,123,7,25,62,8,88,28,69,7
72,171,4,33,75,3,76,22,76,3
77,120,7,30,71,6,85,24,66,3
66,135,7,25,63,6,88,19,68,7
47,126,7,27,64,6,89,27,65,7
79,182,4,30,75,4,77,21,75,3
46,120,6,26,67,6,88,28,65,7
46,131,7,25,65,5,87,28,66,6
80,191,4,32,74,5,88,22,76,6
79,176,8,31,66,7,89,22,76,6
74,122,8,26,67,6,89,27,67,6
64,122,7,30,62,7,87,24,68,8
77,127,8,30,73,6,75,22,76,3
45,120,9,30,64,7,85,27,67,6
50,133,8,25,62,7,92,28,69,8
65,120,6,27,63,7,91,27,66,7
70,161,7,29,69,5,88,21,70,7
37,130,8,25,64,7,87,27,65,7
39,120,8,27,64,7,90,26,69,7
80,160,7,31,73,6,76,21,76,4
49,120,7,25,64,6,91,23,70,7
74,165,7,31,73,3,78,22,75,4
51,136,6,27,63,7,86,21,67,7
74,189,4,32,74,3,76,21,76,3
80,205,3,30,75,2,79,22,74,3
37,158,7,32,66,8,86,28,74,6
80,162,3,31,73,2,78,23,76,3
80,173,4,31,72,4,80,21,76,3
74,199,7,28,73,2,76,23,73,6
48,120,7,26,62,7,89,27,67,7
80,164,4,33,75,3,76,21,76,3
49,123,8,26,62,8,88,26,67,6
52,129,7,26,66,6,90,26,65,7
44,126,7,25,65,6,89,28,67,9
76,183,7,31,74,3,79,19,76,3
45,120,7,25,64,7,85,28,68,6
42,131,7,25,64,8,90,26,65,7
70,137,7,28,73,3,87,22,76,6
41,120,8,25,66,6,90,19,71,7
76,165,6,31,73,2,75,23,76,3
49,134,8,26,67,6,91,26,67,8
75,167,8,30,75,4,89,21,76,6
77,171,3,31,75,3,75,22,76,3
80,181,3,31,75,2,77,23,76,4
68,126,5,30,64,4,88,25,75,8
46,120,7,26,64,6,91,27,67,6
54,130,7,26,66,7,85,25,66,6
79,168,6,31,73,2,78,21,75,6
53,120,8,25,67,7,92,28,66,6
79,125,8,26,64,7,90,28,68,7
45,120,8,25,64,7,89,27,64,6
70,180,4,32,75,3,75,21,76,6
50,126,6,27,64,7,88,27,68,5
50,123,7,25,64,6,87,25,67,7
69,162,7,26,70,5,86,28,67,5
80,167,6,29,72,3,76,23,76,3
80,177,3,34,72,3,76,21,76,3
79,172,7,30,75,5,75,21,76,3
42,134,7,28,65,6,86,27,69,7
80,176,3,33,75,2,77,21,76,3
80,170,4,31,74,2,80,21,76,3
68,152,6,30,62,4,88,28,68,6
42,120,7,27,66,6,88,26,65,7
47,125,8,26,65,6,89,25,67,5
73,168,7,31,67,3,86,22,66,6
78,135,4,30,66,7,88,26,73,7
80,176,7,26,74,7,84,20,68,7
56,120,6,25,62,6,87,28,67,6
49,124,8,25,65,6,90,28,66,7
80,174,4,30,71,2,77,21,76,3
79,128,7,27,66,7,88,27,67,7
75,179,5,32,73,3,86,22,66,4
46,120,8,25,60,8,88,27,68,8
45,120,8,25,64,6,87,27,64,7
73,120,7,26,65,6,87,25,68,9
71,127,7,31,73,6,86,22,68,7
50,120,7,25,64,6,86,27,66,8
47,122,7,25,63,8,86,25,65,7
37,136,8,26,64,6,87,28,65,7
68,164,4,32,72,3,75,22,76,3
53,121,7,26,64,7,89,26,64,6
75,185,4,30,74,2,76,23,73,3
49,127,7,25,64,7,91,28,67,9
53,120,7,26,65,7,88,27,67,6
71,186,7,30,72,5,86,22,73,3
76,124,7,30,75,7,86,26,67,7
58,120,8,25,65,6,92,28,68,6
68,182,6,31,74,2,75,23,76,3
70,120,6,27,66,8,86,27,66,9
48,120,7,26,63,6,88,27,64,6
75,159,4,29,71,4,75,23,74,4
44,120,6,26,62,7,90,28,67,7
80,201,3,31,74,2,77,21,76,3
49,124,7,26,62,6,89,28,70,8
72,191,7,30,72,5,89,21,76,3
80,161,3,30,73,2,75,22,76,3
80,157,3,27,70,6,82,22,76,5
44,141,6,30,66,6,87,26,69,6
45,120,7,25,65,6,88,28,66,8
51,148,7,25,65,7,88,28,67,6
50,127,8,26,65,6,89,28,67,7
62,121,6,31,70,8,89,25,67,3
77,172,8,28,74,4,88,22,74,3
43,124,8,25,64,7,92,27,66,6
40,120,7,27,64,6,88,27,67,7
47,135,6,27,66,6,89,27,69,7
70,132,7,31,72,3,88,22,75,3
52,120,8,25,65,8,91,27,65,8
41,120,6,25,65,8,90,25,68,7
49,120,7,25,64,6,85,27,68,6
45,125,7,26,65,6,85,27,68,8
66,177,3,31,72,2,82,22,76,3
47,124,8,25,62,7,88,27,66,7
44,124,7,26,65,7,89,27,67,7
77,179,4,32,75,3,76,22,76,3
80,168,4,30,72,2,75,22,73,3
59,120,7,26,66,5,87,25,63,6
71,179,3,33,75,2,79,21,76,3
78,142,7,26,72,4,87,24,73,6
42,120,6,26,65,7,89,26,66,7
71,186,7,32,74,4,87,22,75,6
79,177,3,30,75,2,77,20,75,3
47,120,8,25,67,6,87,28,66,7
80,176,4,32,75,3,75,23,76,3
75,123,6,30,72,7,86,21,74,7
48,131,8,29,63,7,87,26,66,7
77,174,3,30,75,3,79,20,76,6
43,141,7,26,64,7,88,28,75,7
49,120,7,25,60,7,88,27,66,7
79,168,3,30,75,3,75,21,76,3
52,120,8,25,66,7,90,26,66,7
70,165,3,32,75,2,75,21,76,3
43,120,8,25,64,8,90,27,67,7
46,126,7,25,65,7,88,28,68,8
62,131,7,27,73,8,85,22,68,6
73,132,4,31,66,6,88,25,76,7
61,134,7,25,73,5,84,25,69,6
45,120,8,26,62,6,88,25,67,7
48,120,9,26,62,6,88,26,67,7
47,131,7,26,63,3,87,28,65,7
48,120,8,25,62,7,91,28,66,8
69,182,4,32,75,3,77,22,76,3
72,120,6,28,68,7,86,20,76,6
48,130,7,25,65,6,89,22,66,6
80,175,3,32,75,3,75,22,76,3
50,137,6,26,67,6,88,25,67,7
80,175,3,33,75,2,77,20,76,3
48,136,6,27,64,6,86,28,66,6
38,131,6,25,66,7,87,27,66,7
66,146,8,31,74,3,84,22,73,4
48,120,9,26,64,7,87,27,68,8
53,127,7,27,61,6,88,26,68,7
56,121,7,25,63,5,84,28,65,6
65,142,6,28,66,6,85,27,65,4
62,172,6,31,72,6,86,21,76,4
76,181,4,30,74,4,77,20,76,3
42,120,6,26,64,7,88,26,66,7
74,186,3,32,72,5,88,23,75,6
47,177,6,26,67,7,86,26,68,5
54,120,6,26,66,7,89,27,69,8
73,187,7,33,75,3,77,21,76,3
43,134,8,27,65,6,90,26,66,7
80,166,3,31,75,2,75,22,76,3
46,120,7,25,62,7,90,28,69,6
80,132,6,28,75,3,89,22,76,7
43,134,8,26,61,7,87,28,67,7
69,169,7,25,65,6,91,27,68,7
40,136,8,25,65,7,89,27,68,7
73,180,8,30,74,5,86,20,76,4
49,123,6,25,67,7,88,28,70,7
46,126,7,26,65,7,88,26,66,7
47,120,8,25,65,6,88,27,68,7
50,135,8,25,66,6,90,27,68,7
54,124,8,27,62,7,90,27,67,6
35,128,8,27,66,6,87,26,75,6
42,123,7,27,66,6,88,27,66,7
69,172,3,31,74,2,76,21,76,4
75,180,3,31,73,2,75,23,76,3
80,183,3,33,75,3,75,21,76,3
42,120,8,25,66,6,88,28,64,7
56,120,9,25,63,7,92,28,68,8
80,163,3,32,75,4,80,20,75,3
75,184,5,30,72,5,79,21,76,3
57,140,7,25,72,6,87,19,76,7
54,120,8,25,66,7,89,27,67,7
62,173,7,30,67,7,89,21,68,7
70,145,7,25,68,7,87,20,75,5
45,131,7,25,64,8,88,27,69,6
39,121,8,25,61,7,87,27,65,7
49,120,8,26,63,8,87,27,68,8
48,145,7,26,65,5,87,28,66,7
41,146,7,27,66,7,92,25,68,7
75,120,7,30,73,7,90,21,75,7
55,120,7,25,63,7,89,26,70,7
65,135,8,26,65,6,88,26,69,8
80,166,4,33,75,2,78,22,76,3
57,182,6,25,71,6,88,22,68,7
75,167,8,33,75,3,77,21,76,3
80,193,3,25,71,2,78,23,76,3
48,120,7,25,65,8,90,27,68,7
75,172,8,31,74,7,87,21,67,4
73,127,4,30,72,4,88,26,75,6
51,120,7,25,62,7,90,24,67,7
67,146,7,25,64,6,88,25,68,7
47,120,9,25,65,7,92,27,68,7
45,123,7,26,64,6,88,28,67,6
49,137,8,26,65,6,89,27,66,7
44,130,7,27,63,8,87,28,69,8
77,126,8,29,74,5,87,21,75,4
50,120,8,25,65,7,89,28,64,6
37,144,7,26,67,6,85,21,68,7
56,124,7,26,66,6,90,27,68,7
42,134,7,26,64,6,91,26,67,7
74,175,4,31,75,2,75,22,75,4
53,124,8,25,66,7,89,26,69,7
80,173,3,31,75,2,77,22,76,3
44,120,7,26,61,7,89,28,63,7
40,120,7,25,63,4,88,25,64,7
46,127,7,26,65,6,90,25,65,7
80,158,4,31,74,3,77,24,73,3
45,128,9,26,65,6,88,21,66,6
74,179,5,30,73,6,86,21,74,4
52,134,7,25,65,8,91,27,69,8
71,179,8,31,70,3,79,23,76,4
76,163,3,31,71,2,79,20,66,4
69,170,6,29,64,6,87,23,66,7
47,120,7,25,62,7,90,28,67,6
57,167,7,25,66,6,90,27,65,7
43,137,8,27,65,7,90,28,69,6
66,164,4,32,73,6,81,21,76,3
77,185,7,31,73,3,79,22,76,6
80,184,4,34,75,2,75,22,76,3
43,120,7,25,63,7,91,28,66,6
65,122,7,31,72,3,87,23,76,3
56,135,6,25,64,7,89,26,68,7
80,169,5,32,75,2,78,20,76,3
43,122,7,26,63,7,88,28,67,7
80,180,4,32,75,2,75,20,76,3
47,121,7,25,62,7,86,27,74,8
46,127,6,25,65,6,87,26,74,7
48,120,9,25,66,7,88,26,64,8
80,165,3,31,74,3,75,23,76,3
64,189,6,31,74,4,87,22,75,3
80,192,4,33,75,2,76,22,76,3
75,120,7,25,63,6,89,26,67,7
51,123,7,25,65,6,86,28,67,6
80,180,3,30,72,2,75,22,74,4
51,140,7,26,63,7,90,27,66,7
48,128,7,26,66,7,89,27,67,7
44,120,8,25,64,7,89,28,66,7
68,123,7,27,72,5,88,22,76,6
50,127,7,26,65,7,89,28,68,6
58,191,6,31,62,7,86,24,65,7
71,206,3,32,75,2,76,21,76,3
72,169,3,25,72,2,87,21,73,3
39,139,6,25,64,6,88,27,67,6
38,120,8,25,66,7,86,28,64,8
40,146,8,25,65,7,87,26,67,7
72,127,7,27,65,8,86,26,67,9
42,134,7,25,66,6,89,27,64,7
73,169,7,31,74,2,75,20,75,3
44,140,7,25,62,6,90,27,66,7
47,120,8,25,64,7,88,28,67,7
71,166,7,32,74,2,75,21,74,3
51,120,6,25,65,7,89,28,66,6
52,120,9,25,66,8,91,27,67,7
71,120,7,27,73,7,88,21,75,8
80,191,4,34,75,3,75,20,76,3
54,120,8,25,65,7,91,27,68,7
48,132,7,28,67,7,89,27,67,7
35,120,7,27,63,7,88,26,69,7
69,120,8,25,66,7,86,27,67,7
47,136,7,25,60,8,91,25,66,5
78,138,7,31,73,6,87,22,65,6
71,125,7,29,72,4,86,22,75,4
50,120,8,25,63,6,90,28,66,7
43,129,7,25,64,7,91,26,67,6
80,166,4,32,75,2,76,21,76,3
70,140,3,29,70,6,77,20,76,4
80,168,4,32,75,2,78,21,76,3
44,120,8,25,65,7,90,27,68,7
80,193,3,34,75,2,75,24,76,3
47,120,8,27,67,6,86,27,66,7
70,155,7,30,72,2,77,22,74,3
47,120,8,25,66,8,91,27,66,7
36,129,6,25,73,6,87,26,65,7
50,135,8,26,63,7,91,26,68,7
56,131,6,32,75,3,88,21,68,7
64,131,6,25,67,6,85,26,65,3
66,135,7,30,64,3,89,23,76,4
64,120,6,27,73,7,88,28,67,7
48,120,8,25,63,7,91,27,65,7
69,144,7,28,65,7,87,27,67,8
75,187,6,25,61,8,88,26,69,7
70,187,8,30,75,2,75,21,76,3
67,126,7,28,74,6,88,23,73,6
45,128,7,26,63,7,89,25,68,7
79,135,6,25,63,5,85,25,67,6
57,120,9,27,67,7,87,26,66,7
48,167,7,28,63,7,90,26,68,8
50,123,8,26,62,6,85,27,66,7
74,172,4,32,75,2,75,21,76,4
67,176,7,30,74,7,88,22,70,7
68,170,7,32,65,2,87,24,71,6
41,120,8,26,63,7,90,26,65,7
44,146,7,25,67,7,87,25,68,7
80,166,4,33,72,3,76,21,76,4
74,123,7,25,66,6,85,26,64,5
46,134,7,25,66,7,89,27,69,7
80,193,4,31,75,3,77,21,76,3
50,123,8,26,62,6,90,27,66,8
71,134,6,31,71,5,82,22,70,3
72,170,3,31,73,6,88,20,75,6
55,120,7,25,63,7,90,26,67,7
66,127,7,27,64,3,86,25,72,7
42,168,6,25,66,7,86,26,67,4
43,120,6,25,66,6,89,27,66,7
41,132,7,25,63,7,87,27,67,7
80,169,3,31,75,3,75,19,76,3
56,141,6,28,62,4,87,27,67,7
64,181,3,33,75,4,77,22,76,3
44,120,8,25,64,7,89,27,66,6
73,172,8,31,67,3,80,21,76,3
71,131,8,31,66,7,87,25,67,6
75,167,3,32,75,2,78,22,75,3
53,120,8,25,64,6,90,27,68,8
69,135,8,27,74,6,90,23,66,6
48,120,8,26,64,8,90,28,67,7
45,131,7,25,64,6,86,28,66,7
47,146,7,28,63,6,88,28,68,6
46,137,7,28,72,6,87,27,66,6
73,146,7,30,74,4,88,23,75,5
78,179,4,32,73,2,75,21,76,3
80,187,6,30,74,3,83,20,76,3
76,161,3,30,74,3,88,19,75,3
52,121,8,27,64,6,88,27,68,7
75,182,5,31,75,3,80,21,76,3
80,155,4,31,75,2,75,20,76,3
80,173,5,32,75,3,76,20,75,3
80,186,4,33,75,3,75,22,76,3
80,157,6,33,75,2,75,19,76,3
78,178,4,31,75,3,76,21,76,3
51,122,7,25,63,8,86,28,65,7
65,183,4,30,74,2,78,25,76,3
72,120,7,31,74,4,88,20,76,4
80,181,3,30,75,2,75,19,76,3
80,181,4,34,75,3,75,21,76,3
46,120,9,27,64,6,90,28,66,8
79,168,4,30,75,4,75,23,76,3
51,126,8,26,63,7,87,27,66,6
45,120,8,25,65,6,89,26,66,8
51,120,7,26,62,6,90,27,69,6
65,120,7,27,67,4,87,22,66,7
53,120,8,25,63,7,92,27,69,7
45,138,5,25,63,7,85,25,69,6
57,127,7,27,67,6,87,23,68,7
44,120,6,26,64,6,88,27,67,8
59,120,8,25,63,7,92,27,66,8
51,134,6,25,64,5,88,27,67,7
80,176,4,31,75,3,88,21,76,4
72,120,7,29,75,3,87,21,68,7
46,120,6,25,61,7,85,28,67,7
43,120,9,25,61,7,92,27,67,8
80,183,3,32,75,2,81,23,76,3
74,164,3,32,74,4,80,21,76,3
42,139,7,25,66,6,90,27,65,7
43,129,7,26,68,7,87,26,67,6
70,186,7,32,73,3,78,22,76,3
80,182,6,31,74,4,75,21,76,3
45,121,8,29,66,3,88,27,69,7
44,120,8,25,63,6,90,28,69,8
71,122,7,28,71,5,87,24,76,7
79,184,4,33,75,2,75,21,75,3
72,161,3,30,75,6,83,20,75,6
52,121,7,26,66,6,90,25,67,6
50,120,8,26,64,7,87,27,66,7
43,120,7,26,64,8,91,26,68,7
49,129,8,25,62,7,92,27,67,8
65,128,8,30,64,7,84,26,66,6
71,174,4,30,73,2,90,21,74,3
76,173,3,30,74,5,77,20,76,4
80,140,3,32,70,3,87,21,67,4
50,124,9,25,62,7,89,28,64,7
61,120,6,28,68,6,88,28,66,8
77,187,4,29,73,2,78,22,73,3
47,136,7,25,63,7,89,26,67,6
67,175,7,31,74,2,80,23,74,6
52,128,8,25,66,6,85,28,68,9
47,124,7,26,61,7,87,28,67,6
43,120,8,25,64,7,92,28,66,6
43,166,9,26,72,2,89,26,70,7
55,120,7,25,65,7,90,28,67,6
80,175,4,32,75,3,75,21,76,3
40,134,7,28,66,7,86,28,65,7
76,167,3,32,75,2,78,23,76,3
80,161,5,32,75,2,75,24,76,3
80,164,4,33,75,3,82,20,76,3
79,187,7,30,72,6,87,21,76,4
80,178,7,27,75,6,80,27,74,7
47,120,8,25,64,8,89,28,68,6
80,198,3,33,75,2,75,20,76,3
67,159,7,26,65,8,85,27,76,8
47,120,7,27,61,7,89,27,68,6
67,137,7,31,70,5,86,22,68,6
79,191,4,32,73,3,77,22,76,3
80,126,7,25,67,6,85,20,68,6
75,129,7,26,61,6,87,28,67,7
80,169,7,32,71,2,88,22,71,7
76,120,7,28,72,4,86,27,74,3
47,120,8,26,63,4,87,27,69,6
68,197,3,33,74,3,79,20,76,3
39,120,7,25,64,6,91,28,66,6
45,120,9,25,63,7,91,28,66,8
80,179,4,32,75,2,75,20,76,3
80,165,4,30,74,3,75,21,76,3
77,166,5,31,75,2,76,22,75,3
73,198,3,31,75,3,78,21,75,3
68,120,6,31,72,5,87,28,65,7
48,132,7,26,63,6,85,28,68,7
49,125,7,26,63,8,90,27,68,6
41,139,6,26,64,6,88,28,68,7
41,136,8,25,67,6,88,28,65,6
77,120,7,29,65,7,88,27,65,6
43,125,7,25,65,5,89,27,66,6
66,169,3,32,73,3,87,21,76,4
61,163,6,30,75,2,88,22,73,4
80,185,3,32,75,2,75,21,75,3
80,196,4,32,75,2,76,21,76,3
51,120,7,26,63,7,86,27,68,4
78,170,4,25,73,4,88,22,76,6
45,127,7,26,65,7,89,24,65,8
71,167,4,32,75,6,75,21,74,3
75,122,8,25,72,7,88,22,69,4
46,126,8,26,60,7,89,28,67,7
66,120,7,31,74,5,85,21,76,4
69,149,7,26,75,6,88,20,75,8
55,120,7,25,63,6,91,26,65,7
52,120,7,25,65,6,90,27,67,7
48,120,7,28,67,8,87,24,66,6
51,120,7,25,65,8,91,28,69,7
45,120,7,28,65,5,88,26,68,6
78,120,7,27,64,7,88,21,70,8
64,128,7,33,65,7,88,27,69,7
80,168,4,32,71,5,85,23,75,3
52,124,6,25,63,7,87,25,70,7
69,133,6,26,69,6,90,22,66,8
80,160,4,31,75,2,75,20,76,3
54,120,8,26,67,7,89,26,69,7
45,120,6,25,66,8,91,26,65,8
71,120,7,28,66,6,84,27,68,7
76,180,4,33,73,3,75,21,76,3
51,120,8,25,67,7,91,27,67,6
50,124,9,25,65,8,91,28,65,7
53,146,8,26,61,7,89,27,67,8
79,173,4,32,72,3,77,22,75,3
80,176,3,30,75,3,75,22,75,3
40,137,6,25,67,6,87,28,68,8
64,189,8,25,67,6,90,27,68,4
63,120,7,26,67,6,88,23,66,6
48,139,6,25,68,7,88,28,66,7
49,120,6,25,65,6,88,26,66,6
47,121,7,28,68,5,85,28,67,7
80,174,4,32,71,4,76,22,76,3
45,131,8,25,65,3,89,27,64,6
70,128,6,31,75,2,86,23,74,6
65,165,6,27,73,6,87,27,65,7
54,120,8,27,65,8,92,28,67,6
71,152,7,32,66,7,89,21,75,6
59,121,7,25,64,6,87,25,67,6
76,131,7,28,63,6,90,27,74,7
44,120,8,25,62,7,88,26,65,7
70,173,5,31,74,6,79,21,76,6
80,181,3,31,72,4,75,22,76,3
44,123,8,25,64,7,88,27,65,7
41,130,7,26,65,6,87,27,68,7
73,120,7,26,66,4,86,23,67,7
72,152,4,33,72,5,77,22,76,4
71,175,7,31,67,5,88,25,66,3
49,125,7,27,64,7,90,28,67,7
74,170,7,30,72,3,88,21,76,7
65,177,4,32,75,5,84,25,76,4
64,182,5,31,74,3,77,22,76,4
77,180,3,34,73,3,76,22,75,3
73,120,7,31,71,3,88,23,75,7
55,120,8,26,64,8,90,28,66,8
73,131,7,27,75,7,90,27,75,6
72,176,3,32,75,4,88,22,76,3
36,120,7,26,63,6,87,25,66,6
49,125,7,25,64,6,88,26,66,7
44,120,6,26,65,6,87,27,66,6
46,120,7,26,66,6,89,28,66,7
73,131,8,26,62,6,87,28,66,8
79,187,4,30,75,4,78,22,75,3
51,120,6,27,66,7,86,26,69,6
78,169,7,31,75,6,88,20,75,6
46,120,7,25,61,8,92,26,69,6
47,138,6,26,67,6,89,24,67,6
80,173,3,31,73,4,75,22,76,3
76,160,6,26,63,6,86,25,67,6
48,142,8,25,69,6,89,28,66,7
47,127,7,25,65,7,86,27,67,8
80,177,3,32,75,3,77,19,76,3
46,120,7,25,67,7,91,28,66,7
44,120,7,27,64,7,89,26,66,7
80,169,4,33,75,3,77,22,76,4
68,184,4,33,72,3,79,21,75,3
51,120,8,25,65,8,87,28,65,7
80,205,3,30,74,2,77,20,76,3
54,136,7,26,62,4,86,27,67,8
51,159,6,25,65,6,88,28,68,5
45,125,8,25,66,6,88,26,67,7
68,159,3,30,73,3,86,21,74,3
80,191,3,32,75,3,78,23,75,4
53,120,8,26,65,6,91,28,67,7
74,168,8,33,72,5,77,22,76,6
51,124,7,25,66,6,87,27,66,7
77,182,4,30,75,4,75,21,76,3
47,131,8,25,67,8,89,26,68,5
47,136,8,26,64,7,90,26,67,6
65,121,7,31,72,6,86,22,66,7
80,165,3,34,75,2,77,20,76,3
72,180,4,30,72,4,78,21,76,7
75,168,7,32,75,5,76,21,76,7
48,120,8,27,64,7,88,26,68,8
71,141,6,25,64,6,87,25,69,6
80,199,4,32,71,4,76,20,75,3
52,138,8,25,63,8,90,26,66,8
80,184,4,34,74,3,75,21,76,3
55,135,8,25,65,7,85,26,68,7
78,163,7,25,71,6,85,20,75,6
